1,1.01,1.02,0.89,0.87,0.95,0.9,0.93,0.8
1,0.99,1,0.9,0.85,0.95,0.87,0.94,0.82
1,0.97,0.98,0.88,0.84,0.95,0.9,0.93,0.79
1,0.99,1,0.93,0.85,0.95,0.95,0.94,0.82
